image_path,label,label_id,split
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/123.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z53.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0144.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0000.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/32.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/109.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/187.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0350.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/13.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/399.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0043.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/39.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/136.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/234.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/107.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/124.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0108.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/68.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/43.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0120.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/112.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0165.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/95.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/121.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0210.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/104.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/204.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/334.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/137.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0212.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/add (12).jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0422.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0051.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0380.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0102.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0175.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/491.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/13.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0197.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/39.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0141.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0355.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/208.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/130.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/255.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0168.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/282.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/80.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/2.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z44.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/110.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/82.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/49.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0008.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/120.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/34.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/155.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/149.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0262.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/59.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/66.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0128.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/186 - Copy.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/78.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/220.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0201.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/192.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0240.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/24.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/246.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0118.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/220.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/377.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/16.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0049.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/144.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/22.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0010.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/260.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/183.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0139.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/242.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/14.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/396.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/8.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/174.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/203.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0021.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/197.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/3.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0018.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/137.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0066.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0085.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/21.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/103.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0048.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/360.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0120.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/34.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/47.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/google_0177.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/88.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/17.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/21.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0045.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0189.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/67.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0090.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/277.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0059.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/138.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0056.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0323.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/173.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/97.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/322.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/189 - Copy (6).jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/35.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/263.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/201.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/192.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0351.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/242.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0210.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/14.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0161.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/55.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/231.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0198.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/19.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/129.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/27.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0056.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/156.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0190.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/51.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/302.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0042.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/42.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0238.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0059.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0386.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/85.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0019.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/440.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/413.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0361.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/168.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/182.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/142.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0297.jpg,apple scab,2,train
